estado,nombre,periodo,partido
Yucatán,María Dolores Fritz Sierra,7 de mayo de 2024 - 4 de junio de 2024,Partido Acción Nacional
Yucatán,Mauricio Vila Dosal,4 de junio de 2024 - 29 de agosto de 2024,Partido Acción Nacional
Yucatán,María Dolores Fritz Sierra,29 de agosto de 2024 - 1 de octubre de 2024,Partido Acción Nacional
Yucatán,Joaquín Díaz Mena,Desde el 1 de octubre de 2024,Movimiento de Regeneración Nacional
Zacatecas,Pedro de León Sánchez (1945),14 de mayo de 1992 - 12 de septiembre de 1992,Partido Revolucionario Institucional
Zacatecas,Arturo Romo Gutiérrez (1942),12 de septiembre de 1992 - 12 de septiembre de 1998,Partido Revolucionario Institucional
Zacatecas,Ricardo Monreal Ávila (1960),12 de septiembre de 1998 - 12 de septiembre de 2004,Partido de la Revolución Democrática
Zacatecas,Amalia García Medina (1951),12 de septiembre de 2004 - 12 de septiembre de 2010,Partido de la Revolución Democrática
Zacatecas,Miguel Alonso Reyes (1971),12 de septiembre de 2010 - 12 de septiembre de 2016,Partido Revolucionario Institucional
Zacatecas,Alejandro Tello Cristerna (1971),12 de septiembre de 2016 - 12 de septiembre de 2021,Partido Revolucionario Institucional
Zacatecas,David Monreal Ávila (1966),Desde el 12 de septiembre de 2021,Movimiento de Regeneración Nacional
Ciudad de México,Manuel Aguilera Gómez,29 de noviembre de 1993,Partido Revolucionario Institucional
Ciudad de México,Óscar Espinosa Villarreal,1 de diciembre de 1994,Partido Revolucionario Institucional
Ciudad de México,Cuauhtémoc Cárdenas,5 de diciembre de 1997 - 29 de septiembre de 1999,Partido de la Revolución Democrática
Ciudad de México,Rosario Robles (sustituta),29 de septiembre de 1999 - 4 de diciembre de 2000,Partido de la Revolución Democrática
Ciudad de México,Andrés Manuel López Obrador,5 de diciembre de 2000 - 29 de julio de 2005,Partido de la Revolución Democrática
Ciudad de México,Alejandro Encinas Rodríguez (sustituto),2 de agosto de 2005 - 4 de diciembre de 2006,Partido de la Revolución Democrática
Ciudad de México,Marcelo Ebrard,5 de diciembre de 2006 - 4 de diciembre de 2012,Partido de la Revolución Democrática
Ciudad de México,Miguel Ángel Mancera,5 de diciembre de 2012 - 29 de marzo de 2018,Partido de la Revolución Democrática
Ciudad de México,Claudia Sheinbaum,5 de diciembre de 2018 - 16 de junio de 2023,Movimiento de Regeneración Nacional
Ciudad de México,Martí Batres (sustituto),16 de junio de 2023 - 4 de octubre de 2024,Movimiento de Regeneración Nacional
Ciudad de México,Clara Brugada,Desde el 5 de octubre de 2024,Movimiento de Regeneración Nacional
