estado,nombre,periodo,partido
Aguascalientes,Pedro José López de Nava Mayoga,30 de diciembre de 1836 - 1837,
Aguascalientes,Francisco Flores Alatorre Terán,25 de junio de 1837 - 1841,
Aguascalientes,José María López de Nava,3 de noviembre de 1841 - abril de 1842,
Aguascalientes,Nicolás Condelle Soya,Abril de 1842 - agosto de 1843,
Aguascalientes,Mariano Chico Navarro,31 de agosto de 1843 - 13 de agosto de 1844,–
Aguascalientes,Mariano Chico Navarro,13 de agosto de 1844 - noviembre de 1845,–
Aguascalientes,Felipe Nieto y del Portillo,Noviembre de 1845 - 22 de agosto de 1846,–
Aguascalientes,Felipe Nieto y del Portillo,22 de agosto de 1846 - septiembre de 1846,
Aguascalientes,Felipe Cosío,2 de septiembre de 1846 - 1848,–
Aguascalientes,Tomás Requena,Agosto de 1848,
Aguascalientes,Jesús Terán Peredo,1848 - 1849,Partido Liberal
Aguascalientes,Atanasio Rodríguez Ramírez,1850 - 1853,
Aguascalientes,José Cirilo Gómez Anaya,10 de diciembre de 1853 - 1855,Partido Conservador
Aguascalientes,Jesús Terán Peredo,1855 - 1857,Partido Liberal
Aguascalientes,José María López de Nava,9 de julio de 1857 - enero de 1859,
Aguascalientes,Carlos Roberto Patrón Zavalegui,1859 - 1859,
Aguascalientes,José María Chávez Alonso,Febrero de 1859 - septiembre de 1859,Partido Liberal
Aguascalientes,Jesús Gómez Portugal,Septiembre de 1859,Partido Liberal
Aguascalientes,Adrián Woll,Octubre de 1859,
Aguascalientes,Miguel Alfaro,Octubre de 1859 - diciembre de 1859,
Aguascalientes,José Longinos Rivera,Diciembre de 1859 - febrero de 1861,
Aguascalientes,Esteban Ávila Mier,Febrero de 1861 - 1862,–
Aguascalientes,Antonio Rayón Mellado,Febrero de 1862 - abril de 1862,
Aguascalientes,Esteban Ávila Mier,23 de abril de 1862 - 1862,
Aguascalientes,Ponciano Arriaga,7 de junio de 1862 - 1863,Partido Liberal
Aguascalientes,José María Chávez Alonso,20 de octubre de 1863 - 1863,Partido Liberal
Aguascalientes,Juan Chávez,1863 - febrero de 1864,Partido Conservador
Aguascalientes,Jesús Gómez Portugal (1820 – 1875),Diciembre de 1867 - 30 de noviembre de 1871,Partido Liberal
Aguascalientes,Carlos Barrón Letechipía (? –?),1 de diciembre de 1871 - 1872,–
Aguascalientes,Rodrigo Rincón Gallardo (1840 – 1909),9 de diciembre de 1871 - enero de 1872,
Aguascalientes,Patricio de la Vega de la Torre,Enero de 1872 - 1872,
Aguascalientes,Jesús Gómez Velez,1872 - 1872,
Aguascalientes,Patricio de la Vega de la Torre,2 de marzo de 1872 - mayo de 1872,
Aguascalientes,José María Rangel,Diciembre de 1872 - enero de 1873,
Aguascalientes,Ignacio T. Chávez (1837 – 1908),1873 - 30 de noviembre de 1875,Partido Liberal
Aguascalientes,Rodrigo Rincón Gallardo (1840 – 1909),1 de diciembre de 1875 - mayo de 1876,
Aguascalientes,Rafael Sagredo,Mayo de 1876,
Aguascalientes,Rodrigo Rincón Gallardo (1840 – 1909),Mayo de 1876 - 25 de diciembre de 1876,
Aguascalientes,Francisco Gómez Hornedo (1847 – 1890),25 de diciembre de 1876 - 30 de noviembre de 1879,Partido Liberal
Aguascalientes,Miguel Güinchard (1840 – 1903),30 de noviembre de 1879 - 11 de mayo de 1881,–
Aguascalientes,Librado Gallegos Díaz,11 de mayo de 1881 - 12 de junio de 1881,
Aguascalientes,Rafael Arellano Ruiz Esparza (1844 – 1923),Junio de 1881 - mayo de 1883,Partido Liberal
Aguascalientes,Rafael Sagredo,Mayo de 1883 - 1 de diciembre de 1883,
Aguascalientes,Francisco Gómez Hornedo (1847 – 1890),1 de diciembre de 1883 - 30 de noviembre de 1887,Partido Liberal
Aguascalientes,Alejandro Vázquez del Mercado (1844 – 1923),1 de diciembre de 1887 - 30 de noviembre de 1895,Partido Liberal
Aguascalientes,Rafael Arellano Ruiz Esparza (1844 – 1919),1 de diciembre de 1895 - 30 de noviembre de 1899,Partido Liberal
Aguascalientes,Carlos Sagredo (? – ?),1 de diciembre de 1899 - 30 de noviembre de 1903,Círculo Nacional Porfirista
Aguascalientes,Alejandro Vázquez del Mercado (1844 – 1923),1 de diciembre de 1903 - 25 de diciembre de 1910,Partido Liberal
Aguascalientes,Alberto M. Dávila Merino,1 de febrero de 1909 - 1 de marzo de 1909,
Aguascalientes,Enrique Osorio Martínez,26 de diciembre de 1910 - 26 de enero de 1911,
Aguascalientes,Felipe Ruiz de Chávez Montañez,3 de mayo de 1911 - 7 de junio de 1911,
Aguascalientes,Alejandro Martínez Ugarte,8 de junio de 1911 - 24 de agosto de 1911,
Aguascalientes,Alberto M. Dávila Merino,24 de agosto de 1911 - 29 de agosto de 1911,
Aguascalientes,Alejandro Martínez Ugarte,29 de agosto de 1911 - 31 de agosto de 1911,
Aguascalientes,Daniel Cervantes Hernández,31 de agosto de 1911 - 19 de septiembre de 1911,
Aguascalientes,Jacobo Jayme,19 de septiembre de 1911 - 19 de octubre de 1911,
Aguascalientes,Francisco Luis Jiménez de la Torre,19 de octubre de 1911 - 1 de diciembre de 1911,
Aguascalientes,Felipe Ruiz de Chávez Montañez,1 de diciembre de 1911 - 27 de mayo de 1912,
Aguascalientes,Alberto Fuentes Dávila (1873 – 1954),7 de junio de 1912 - 20 de marzo de 1912,Militar
Aguascalientes,Ricardo Villalpando Ávila,20 de marzo de 1912 - 1 de abril de 1912,
Aguascalientes,Alberto Fuentes Dávila (1873 – 1954),1 de abril de 1912 - 11 de junio de 1912,Militar
Aguascalientes,Ricardo Villalpando Ávila,11 de junio de 1912 - 16 de junio de 1912,
Aguascalientes,Alberto Fuentes Dávila (1873 – 1954),16 de junio de 1912 - julio de 1912,Militar
Aguascalientes,Ricardo Rodríguez Romo,Julio de 1912 - julio de 1912,
Aguascalientes,Alberto Fuentes Dávila (1873 – 1954),Julio de 1912 - diciembre de 1912,Militar
Aguascalientes,Ricardo Rodríguez Romo,Diciembre de 1912 - diciembre de 1912,
Aguascalientes,Alberto Fuentes Dávila (1873 – 1954),Diciembre de 1912 - 1 de marzo de 1913,Militar
Aguascalientes,Carlos García Hidalgo,1 de marzo de 1913 - 21 de julio de 1913,Militar
Aguascalientes,Aniceto Lomelí Vázquez,21 de julio de 1913 - 26 de julio de 1913,
Aguascalientes,Carlos García Hidalgo,26 de julio de 1913 - 22 de diciembre de 1913,Militar
Aguascalientes,Tomás Medina Ugarte,Diciembre de 1913 - enero de 1914,
Aguascalientes,Miguel Ruelas,18 de enero de 1914 - 24 de enero de 1914,Militar
Aguascalientes,Tomás Medina Ugarte,24 de enero de 1914 - 9 de febrero de 1914,
Aguascalientes,Miguel Ruelas,9 de febrero de 1914 - 8 de junio de 1914,Militar
Aguascalientes,Aniceto Lomelí Vázquez,8 de junio de 1914 - 13 de junio de 1914,
Aguascalientes,José Félix Guzmán Morales,1914 - 1914,
Aguascalientes,Carlos García Hidalgo,1914 - 1914,Militar
Aguascalientes,Alberto Fuentes Dávila (1873 – 1954),24 de septiembre de 1914 - 15 de octubre de 1914,Militar
Aguascalientes,Víctor Elizondo Cantú,14 de noviembre de 1914 - 20 de enero de 1915,Militar
Aguascalientes,Benito Díaz Sánchez,28 de enero de 1915 - 10 de julio de 1915,Militar
Aguascalientes,Álvaro Obregón,10 de julio de 1915 - 26 de julio de 1915,Militar
Aguascalientes,Roque Estrada Reynoso,26 de julio de 1915 - 10 de agosto de 1915,Militar
Aguascalientes,Martín Triana Guzmán,5 de agosto de 1915 - 13 de julio de 1916,Militar
Aguascalientes,José Félix Guzmán Morales,10 de agosto de 1915 - 10 de enero de 1916,
Aguascalientes,Manuel Víctor Romo,10 de enero de 1916 - 19 de enero de 1916,Militar
Aguascalientes,Salvador Murguía,25 de mayo de 1916 - 3 de junio de 1916,Militar
Aguascalientes,Luis Ilizaliturri,1916 - 1916,
Aguascalientes,Gregorio Osuna Hinojosa,14 de junio de 1916 - 16 de enero de 1916,Militar
Aguascalientes,Antonio Norzagaray,17 de enero de 1917 - 11 de junio de 1917,Militar
Aguascalientes,Aurelio L. González (? – ?),11 de junio de 1917 - abril de 1920,–
Aguascalientes,Victorino Medina,Abril de 1920 - 30 de noviembre de 1920,
Aguascalientes,Rafael Arellano Valle (1872 – ?),1 de diciembre de 1920 - 1924,–
Aguascalientes,José María Elizalde (1876 – 1937),24 de diciembre de 1924 - 24 de octubre de 1925,–
Aguascalientes,Benjamín Azpeitia Puga (? – ?),24 de octubre de 1925 - 15 de enero de 1926,–
Aguascalientes,Francisco Reyes Barrientos (? – ?),15 de enero de 1926 - julio de 1926,–
Aguascalientes,Alberto González Hermosillo Barragán (? – ?),Julio de 1926 - 1926,–
Aguascalientes,Francisco Reyes Barrientos (? – ?),1926 - 21 de septiembre de 1926,–
Aguascalientes,Alberto González Hermosillo Barragán (? – ?),21 de septiembre de 1926 - 25 de octubre de 1926,–
Aguascalientes,Francisco Reyes Barrientos (? – ?),25 de octubre de 1926 - 2 de noviembre de 1926,–
Aguascalientes,Isaac Díaz de León (? – ?),2 de noviembre de 1926 - 1 de agosto de 1927,–
Aguascalientes,Manuel Mena (? – ?),1 de agosto de 1927 - 8 de agosto de 1927,–
Aguascalientes,Isaac Díaz de León (? – ?),8 de agosto de 1927 - 21 de septiembre de 1927,
Aguascalientes,Alberto González Hermosillo Barragán (? – ?),21 de septiembre de 1927 - 5 de octubre de 1927,–
Aguascalientes,Isaac Díaz de León (? – ?),5 de octubre de 1927 - 12 de diciembre de 1927,
Aguascalientes,Joaquín de Lara Esqueda (? – ?),12 de diciembre de 1927 - 19 de diciembre de 1927,–
Aguascalientes,Isaac Díaz de León (? – ?),19 de diciembre de 1927 - 31 de marzo de 1928,–
Aguascalientes,Benjamín de la Mora (? – ?),Septiembre de 1928 - 1928,–
Aguascalientes,Manuel Carpio Velázquez (? – ?),1928 - 4 de noviembre de 1929,Partido Nacional Revolucionario
Aguascalientes,Miguel García Ramos,5 de noviembre de 1929 - 5 de febrero de 1930,Partido Nacional Revolucionario
Aguascalientes,Rafael Quevedo Morán (1897 – 1984),1930 - 1932,Partido Nacional Revolucionario
Aguascalientes,J. Guadalupe Zamarripa (1879 – 1954),12 de marzo de 1932 - 30 de noviembre de 1932,Partido Nacional Revolucionario
Aguascalientes,Enrique Osornio Camarena (1897 – 1984),1 de diciembre de 1932 - 30 de noviembre de 1936,Partido Nacional Revolucionario
Aguascalientes,Juan G. Alvarado Lavallade (1892 – 1955),1 de diciembre de 1936 - 30 de noviembre de 1940,Partido Nacional Revolucionario
Aguascalientes,Alberto del Valle Azuela (1890 – 1947),1 de diciembre de 1940 - 30 de noviembre de 1944,Partido de la Revolución Mexicana
Aguascalientes,Jesús María Rodríguez Flores (1901 – 1975),1 de diciembre de 1944 - 30 de noviembre de 1950,Partido de la Revolución Mexicana
Aguascalientes,Edmundo Gámez Orozco (1902 – 1953),1 de diciembre de 1950 - 9 de julio de 1953,Partido Revolucionario Institucional
Aguascalientes,Joaquín Cruz Ramírez,10 de julio de 1953 - 9 de septiembre de 1953,Partido Revolucionario Institucional
Aguascalientes,Benito Palomino Dena (1914 – 2003),9 de septiembre de 1953 - 30 de noviembre de 1956,Partido Revolucionario Institucional
Aguascalientes,Luis Ortega Douglas (1911 – 1980),1 de diciembre de 1956 - 30 de noviembre de 1962,Partido Revolucionario Institucional
Aguascalientes,Enrique Olivares Santana (1920 – 2004),1 de diciembre de 1962 - 30 de noviembre de 1968,Partido Revolucionario Institucional
Aguascalientes,Francisco Guel Jiménez (1915 – 2010),1 de diciembre de 1968 - 30 de noviembre de 1974,Partido Revolucionario Institucional
Aguascalientes,José Refugio Esparza Reyes (1921 – 2015),1 de diciembre de 1974 - 30 de noviembre de 1980,Partido Revolucionario Institucional
Aguascalientes,Rodolfo Landeros Gallegos (1929 – 2001),1 de diciembre de 1980 - 30 de noviembre de 1986,Partido Revolucionario Institucional
Aguascalientes,Miguel Ángel Barberena Vega (1928 – 1999),1 de diciembre de 1986 - 30 de noviembre de 1992,Partido Revolucionario Institucional
Aguascalientes,Otto Granados Roldán (1956),1 de diciembre de 1992 - 30 de noviembre de 1998,Partido Revolucionario Institucional
Aguascalientes,Felipe González González (1947 - 2023),1 de diciembre de 1998 - 25 de agosto de 2004,Partido Acción Nacional
Aguascalientes,Juan José León Rubio (1954),25 de agosto de 2004 - 30 de noviembre de 2004,Partido Acción Nacional
Aguascalientes,Luis Armando Reynoso Femat (1957),1 de diciembre de 2004 - 30 de noviembre de 2010,Partido Acción Nacional
Aguascalientes,Carlos Lozano de la Torre (1950),1 de diciembre de 2010 - 30 de noviembre de 2016,Partido Revolucionario Institucional
Aguascalientes,Martín Orozco Sandoval (1967),1 de diciembre de 2016 - 30 de septiembre de 2022,Partido Acción Nacional
Aguascalientes,María Teresa Jiménez Esquivel (1984),Desde el 1 de octubre de 2022,Partido Acción Nacional
Baja California,Esteban Cantú Jiménez,20 de junio de 1917 - 18 de agosto de 1920,Partido Liberal Constitucionalista
Baja California,Luis M. Salazar,18 de agosto de 1920- 1 de octubre de 1920,Partido Liberal Constitucionalista
Baja California,Manuel Balarezo,1 de octubre de 1920- 10 de marzo de 1921,Partido Laborista Mexicano
Baja California,Epigmenio Ibarra Jr.,10 de marzo de 1921- 7 de mayo de 1921,Partido Laborista Mexicano
Baja California,Lucas B. Rodríguez,7 de mayo de 1921 - 7 de julio de 1921,Partido Laborista Mexicano
Baja California,Epigmenio Ibarra Jr.,7 de julio de 1921 - 1 de febrero de 1922,Partido Laborista Mexicano
Baja California,José Inocente Lugo,1 de febrero de 1922- 2 de noviembre de 1923,Partido Laborista Mexicano
Baja California,Abelardo L. Rodríguez,2 de noviembre de 1923- 3 de enero de 1930,Partido Laborista Mexicano
Baja California,José María Tapia Freyding,3 de enero de 1930 - 3 de septiembre de 1930,Partido Nacional Revolucionario
Baja California,Arturo M. Bernal Navarrete,3 de septiembre de 1930- 27 de diciembre de 1930,Partido Nacional Revolucionario
Baja California,Carlos Trejo y Lerdo de Tejada,27 de diciembre de 1930- 7 de febrero de 1931,Partido Nacional Revolucionario
Baja California,Carlos Trejo y Lerdo de Tejada,7 de febrero de 1931 - 7 de noviembre de 1931,Partido Nacional Revolucionario
Baja California,Agustín Olachea,7 de noviembre de 1931 - 18 de agosto de 1932,Partido Nacional Revolucionario
Baja California,Arturo M. Elías,18 de agosto de 1932 - 8 de septiembre de 1932,Partido Nacional Revolucionario
Baja California,Agustín Olachea,8 de septiembre de 1932 - 7 de septiembre de 1935,Partido Nacional Revolucionario
Baja California,Gildardo Magaña Cerda,7 de septiembre de 1935- 15 de febrero de 1936,Partido Nacional Revolucionario
Baja California,Gabriel Gavira Castro,15 de febrero de 1936 - 16 de agosto de 1936,Partido Nacional Revolucionario
Baja California,Rafael Navarro Cortina,16 de agosto de 1936 - 1 de marzo de 1937,Partido Nacional Revolucionario
Baja California,Rodolfo Sánchez Taboada,1 de marzo de 1937 - 2 de agosto de 1944,Partido de la Revolución Mexicana
Baja California,Juan Felipe Rico Islas,2 de agosto de 1944 - 21 de diciembre de 1946,Partido de la Revolución Mexicana
Baja California,Alberto Víctor Alderete Palacio,21 de diciembre de 1946 - 22 de octubre de 1947,Partido Revolucionario Institucional
Baja California,Alfonso García González,22 de octubre de 1947 - 26 de noviembre de 1952,Partido Revolucionario Institucional
Baja California,Alfonso García González (1909-1961),26 de noviembre de 1952 - 31 de diciembre de 1953,Partido Revolucionario Institucional
Baja California,Braulio Maldonado Sández (1903-1990),1 de diciembre de 1953 - 31 de octubre de 1959,Partido Revolucionario Institucional
Baja California,Eligio Esquivel Méndez (1908-1964),1 de noviembre de 1959 - 17 de diciembre de 1964,Partido Revolucionario Institucional
Baja California,Gustavo Aubanel Vallejo (1901-1987),19 de diciembre de 1964 - 31 de octubre de 1965,Partido Revolucionario Institucional
Baja California,Raúl Sánchez Díaz Martell (1915-2011),1 de noviembre de 1965 - 31 de octubre de 1971,Partido Revolucionario Institucional
Baja California,Milton Castellanos Everardo (1920-2011),1 de noviembre de 1971 - 31 de octubre de 1977,Partido Revolucionario Institucional
Baja California,Roberto de la Madrid Romandía (1922-2010),1 de noviembre de 1977 - 31 de octubre de 1983,Partido Revolucionario Institucional
Baja California,Xicoténcatl Leyva Mortera (1940-2021),1 de noviembre de 1983 - 5 de enero de 1989,Partido Revolucionario Institucional
Baja California,Óscar Baylón Chacón (1929-2020),5 de enero de 1989 - 31 de octubre de 1989,Partido Revolucionario Institucional
Baja California,Ernesto Ruffo Appel (1952),1 de noviembre de 1989 - 31 de octubre de 1995,Partido Acción Nacional
Baja California,Héctor Terán Terán (1931-1998),1 de noviembre de 1995 - 4 de octubre de 1998,Partido Acción Nacional
Baja California,Alejandro González Alcocer (1951),5 de octubre de 1998 - 31 de octubre de 2001,Partido Acción Nacional
Baja California,Eugenio Elorduy Walther (1940-2023),1 de noviembre de 2001 - 31 de octubre de 2007,Partido Acción Nacional
Baja California,José Guadalupe Osuna Millán (1955),1 de noviembre de 2007 - 31 de octubre de 2013,Partido Acción Nacional
Baja California,Francisco Vega de Lamadrid (1955),1 de noviembre de 2013 - 31 de octubre de 2019,Partido Acción Nacional
Baja California,Jaime Bonilla Valdez (1950),1 de noviembre de 2019 - 31 de octubre de 2021,Movimiento de Regeneración Nacional
Baja California,Marina del Pilar Ávila Olmeda (1985),Desde el 1 de noviembre de 2021,Movimiento de Regeneración Nacional
Baja California Sur,Manuel Mezta,29 de octubre de 1917 - 23 de febrero de 1920,
Baja California Sur,Fernando López Cortés,23 de febrero de 1920 - 13 de mayo de 1920,
Baja California Sur,Alfonso S. Pardo,13 de mayo de 1920 - 18 de mayo de 1920,
Baja California Sur,Rafael Cevada,18 de mayo de 1920 - 31 de mayo de 1920,
Baja California Sur,Francisco D. Santiago,31 de mayo de 1920 - 21 de septiembre de 1920,
Baja California Sur,Agustín Arriola Martínez,21 de septiembre de 1920 - 1924,
Baja California Sur,Miguel Piña,20 de septiembre de 1924 - 19 de mayo de 1924,
Baja California Sur,Librado Abitia,19 de mayo de 1924 - 27 de octubre de 1925,
Baja California Sur,Carlos M. Ezquerro,27 de octubre de 1925 -1927,
Baja California Sur,Daniel Galindo,19 de marzo de 1926 - 20 de abril de 1926,
Baja California Sur,Carlos M. Ezquerro,20 de abril de 1926 - 31 de octubre de 1927,
Baja California Sur,Amado Aguirre,1 de noviembre de 1927 - 9 de agosto de 1929,
Baja California Sur,Agustín Olachea,10 de agosto de 1929 - 6 de noviembre de 1931,
Baja California Sur,Ruperto García de Alba,7 de noviembre de 1931 - 14 de septiembre de 1932,Partido Nacional Revolucionario
Baja California Sur,Juan Domínguez Cota,14 de septiembre de 1932 - 3 de enero de 1938,Partido Nacional Revolucionario
Baja California Sur,Rafael M. Pedrajo,4 de enero de 1938 - 3 de enero de 1941,Partido de la Revolución Mexicana
Baja California Sur,Francisco J. Múgica,4 de enero de 1941 - 5 de enero de 1946,Partido de la Revolución Mexicana
Baja California Sur,Agustín Olachea,6 de enero de 1946 - 14 de abril de 1956,Partido Revolucionario Institucional
Baja California Sur,Petronilo Flores Castellanos,14 de abril de 1956 - 4 de abril de 1957,Partido Revolucionario Institucional
Baja California Sur,Lucino M. Rebolledo,4 de abril de 1957 - 16 de enero de 1959,Militar
Baja California Sur,Bonifacio Salinas Leal,16 de enero de 1959 - 30 de noviembre de 1964,Partido Revolucionario Institucional
Baja California Sur,Hugo Cervantes del Río,1 de diciembre de 1964 - 30 de noviembre de 1970,Partido Revolucionario Institucional
Baja California Sur,Félix Agramont Cota,1 de diciembre de 1970 - 8 de octubre de 1974,Partido Revolucionario Institucional
Baja California Sur,Félix Agramont Cota,8 de octubre de 1974 - 4 de abril de 1975,Partido Revolucionario Institucional
Baja California Sur,Ángel César Mendoza Arámburo,5 de abril de 1975 - 4 de abril de 1981,Partido Revolucionario Institucional
Baja California Sur,Alberto Alvarado Arámburo,5 de abril de 1981 - 4 de abril de 1987,Partido Revolucionario Institucional
Baja California Sur,Víctor Manuel Liceaga Ruibal,5 de abril de 1987 - 4 de abril de 1993,Partido Revolucionario Institucional
Baja California Sur,Guillermo Mercado Romero,5 de abril de 1993 - 4 de abril de 1999,Partido Revolucionario Institucional
Baja California Sur,Leonel Cota Montaño,5 de abril de 1999 - 4 de abril de 2005,Partido de la Revolución Democrática
Baja California Sur,Narciso Agúndez Montaño,5 de abril de 2005 - 4 de abril de 2011,Partido de la Revolución Democrática
Baja California Sur,Marcos Covarrubias Villaseñor,5 de abril de 2011 - 9 de septiembre de 2015,Partido Acción Nacional
Baja California Sur,Carlos Mendoza Davis,10 de septiembre de 2015 - 9 de septiembre de 2021,Partido Acción Nacional
Baja California Sur,Víctor Manuel Castro Cosío,Desde el 10 de septiembre de 2021,Movimiento de Regeneración Nacional
Campeche,Pablo García Montilla (1824-1895),15 de diciembre de 1867 - 1 de junio de 1870,Partido Liberal
Campeche,Tomás Aznar Barbachano (1825-1896),2 de junio de 1870 - 19 de julio de 1870,Partido Liberal
Campeche,Salvador Dondé Preciat,19 de julio de 1870 - 5 de enero de 1871,Partido Liberal
Campeche,Joaquín Baranda y Quijano,6 de enero de 1871 - 7 de enero de 1877,Partido Liberal
Campeche,Juan B. Zamudio,8 de enero de 1877 - 28 de abril de 1877,Militar
Campeche,Marcelino Castilla,29 de abril de 1877 - 18 de octubre de 1880,-
Campeche,Prudencio Pérez Rosado,18 de octubre de 1880 - 30 de noviembre de 1880,-
Campeche,Arturo Shields,1 de diciembre de 1880 - 15 de septiembre de 1883,-
Campeche,Joaquín Baranda y Quijano,16 de septiembre de 1883 - 15 de noviembre de 1883,Partido Liberal
Campeche,Juan Montalvo Baranda,15 de noviembre de 1883 - 15 de septiembre de 1887,-
Campeche,José Trinidad Ferrer,16 de septiembre de 1887 - 24 de abril de 1888,-
Campeche,Onecífiro Durán,25 de abril de 1888 - 15 de septiembre de 1888,-
Campeche,Joaquín Z. Kerlegand Flores,16 de septiembre de 1888 - 15 de septiembre de 1891,Militar
Campeche,Leocadio Preve Acevedo,16 de septiembre de 1891 - 15 de septiembre de 1895,-
Campeche,Juan Montalvo Baranda,16 de septiembre de 1895 - 18 de noviembre de 1898,-
Campeche,Carlos Gutiérrez McGregor,19 de noviembre de 1898 - 2 de abril de 1902,-
Campeche,José Castellot Batalla,2 de abril de 1902 - 9 de agosto de 1902,-
Campeche,Luis García Mézquita,16 de septiembre de 1902 - 15 de junio de 1905,-
Campeche,José A. Ruz,15 de junio de 1905 - 21 de junio de 1905,-
Campeche,Tomás Aznar Cano,21 de junio de 1905 - 9 de agosto de 1910,-
Campeche,José García Gual,9 de agosto de 1910 - 25 de mayo de 1911,-
Campeche,Gustavo Suzarte Campos,25 de mayo de 1911 - 15 de junio de 1911,-
Campeche,Román Sabas Flores,16 de junio de 1911 - 27 de junio de 1911,
Campeche,Urbano Espinosa Ramírez,27 de junio de 1911 - 15 de septiembre de 1911,
Campeche,Manuel Castilla Brito (1872-1942),16 de septiembre de 1911 - 10 de junio de 1913,
Campeche,Felipe Bueno Castilla,10 de junio de 1913 - 30 de junio de 1913,
Campeche,Manuel Rojas Moreno,1 de julio de 1913 - 3 de julio de 1913,
Campeche,Manuel Rivera,4 de julio de 1913 - 4 de septiembre de 1914,
Campeche,Eduardo Hurtado Aubry,5 de septiembre de 1914 - 9 de septiembre de 1914,
Campeche,Joaquín Mucel Acereto (1888-1970),10 de septiembre de 1914 - 15 de septiembre de 1919,
Campeche,Enrique Arias Solís,16 de septiembre de 1919 - 15 de mayo de 1920,
Campeche,Eduardo Arceo Zumárraga,16 de mayo de 1920 - 25 de julio de 1920,
Campeche,Gonzalo Sales Gutiérrez,26 de julio de 1920 - 3 de enero de 1921,
Campeche,Eduardo Arceo Zumárraga,4 de enero de 1921 - 16 de febrero de 1921,
Campeche,Enrique Gómez Briceño,17 de febrero de 1921 - 11 de agosto de 1921,Partido Socialista Agrario de Campeche
Campeche,Guillermo Ferrer Vega,11 de agosto de 1921 - 24 de noviembre de 1921,
Campeche,Ramón Félix Flores,25 de noviembre de 1921 - 15 de septiembre de 1923,Partido Socialista Agrario de Campeche
Campeche,Ángel Castillo Lanz,16 de septiembre de 1923 - 15 de septiembre de 1927,Partido Socialista Agrario de Campeche
Campeche,Silvestre Pavón Silva,16 de septiembre de 1927 - 19 de noviembre de 1928,Partido Socialista Agrario de Campeche
Campeche,Pedro Tello Andureza,20 de noviembre de 1928 - 28 de noviembre de 1928,Partido Socialista Agrario de Campeche
Campeche,Ramiro Bojórquez Castillo,28 de noviembre de 1928 - 31 de mayo de 1931,Partido Nacional Revolucionario
Campeche,Fausto Bojórquez Castillo,1 de junio de 1931 - 15 de septiembre de 1931,Partido Nacional Revolucionario
Campeche,Benjamín Romero Esquivel,16 de septiembre de 1931 - 15 de septiembre de 1935,Partido Nacional Revolucionario
Campeche,Eduardo R. Mena Córdova,16 de septiembre de 1935 - 15 de septiembre de 1939,Partido de la Revolución Mexicana
Campeche,Héctor Pérez Martínez (1906-1948),16 de septiembre de 1939 - 15 de septiembre de 1943,Partido de la Revolución Mexicana
Campeche,Eduardo J. Lavalle Urbina,16 de septiembre de 1943 - 15 de septiembre de 1949,Partido de la Revolución Mexicana
Campeche,Manuel Jésus López Hernández,16 de septiembre de 1949 - 15 de septiembre de 1955,Partido Revolucionario Institucional
Campeche,Alberto Trueba Urbina (1903-1984),16 de septiembre de 1955 - 15 de septiembre de 1961,Partido Revolucionario Institucional
Campeche,José Ortiz Ávila,16 de septiembre de 1961 - 15 de septiembre de 1967,Partido Revolucionario Institucional
Campeche,Carlos Sansores Pérez (1918-2005),16 de septiembre de 1967 - 2 de marzo de 1973,Partido Revolucionario Institucional
Campeche,Carlos Pérez Cámara (1922-2021),3 de marzo de 1973 - 15 de septiembre de 1973,Partido Revolucionario Institucional
Campeche,Rafael Rodríguez Barrera (1937-2011),16 de septiembre de 1973 - 15 de septiembre de 1979,Partido Revolucionario Institucional
Campeche,Eugenio Echeverría Castellot (1918-1999),16 de septiembre de 1979 - 15 de septiembre de 1985,Partido Revolucionario Institucional
Campeche,Abelardo Carrillo Zavala (1939),16 de septiembre de 1985 - 15 de septiembre de 1991,Partido Revolucionario Institucional
Campeche,Jorge Salomón Azar García,16 de septiembre de 1991 - 15 de septiembre de 1997,Partido Revolucionario Institucional
Campeche,José Antonio González Curi (1952),16 de septiembre de 1997 - 15 de septiembre de 2003,Partido Revolucionario Institucional
Campeche,Jorge Carlos Hurtado Valdez (1949),16 de septiembre de 2003 - 15 de septiembre de 2009,Partido Revolucionario Institucional
Campeche,Fernando Ortega Bernés (1958),16 de septiembre de 2009 - 15 de septiembre de 2015,Partido Revolucionario Institucional
Campeche,Alejandro Moreno Cárdenas (1975),16 de septiembre de 2015 - 13 de junio de 2019,Partido Revolucionario Institucional
Campeche,Carlos Miguel Aysa González (1950),13 de junio de 2019 - 15 de septiembre de 2021,Partido Revolucionario Institucional
Campeche,Layda Sansores San Román (1945),Desde el 16 de septiembre de 2021,Movimiento de Regeneración Nacional
Chiapas,Manuel Zebadúa,5 de diciembre de 1824 - 23 de enero de 1825,
Chiapas,Manuel José de Rojas,23 de enero de 1825 - 17 de abril de 1826,Partido Liberal
Chiapas,José Diego Lara,17 de abril de 1826 - 28 de febrero de 1830,Partido Liberal
Chiapas,Emeterio Pineda,29 de febrero de 1830 - mayo de 1830,Partido Liberal
Chiapas,José Rafael Coello,15 de abril - 17 de agosto de 1830,Partido Liberal
Chiapas,José Ignacio Gutiérrez,18 de agosto de 1830 - 14 de agosto de 1832,Partido Conservador
Chiapas,Manuel Escandón,14 de agosto de 1832 - 1832,
Chiapas,Mariano Correa,1832 - 1832,
Chiapas,Joaquín Miguel Gutiérrez,1832 - 1832,Partido Liberal
