estado,nombre,periodo,partido
Sonora,Ignacio Pesqueira García,9 de octubre de 1869 - 12 de diciembre de 1869,Partido Liberal
Sonora,Manuel Monteverde Díaz,13 de diciembre de 1869 - 12 de junio de 1870,Partido Liberal
Sonora,Ignacio Pesqueira García,13 de junio de 1870 - 23 de enero de 1872,Partido Liberal
Sonora,Joaquín M. Astiazarán Iñigo,24 de enero de 1872 - 31 de enero de 1872,Partido Liberal
Sonora,Ignacio Pesqueira García,1 de febrero de 1872 - 28 de febrero de 1872,Partido Liberal
Sonora,Joaquín M. Astiazarán Iñigo,1 de marzo de 1872 - 23 de septiembre de 1872,Partido Liberal
Sonora,Ignacio Pesqueira García,24 de septiembre de 1872 - 24 de julio de 1873,Partido Liberal
Sonora,Joaquín M. Astiazarán Iñigo,25 de julio de 1873 - 15 de septiembre de 1873,Partido Liberal
Sonora,Ignacio Pesqueira García,16 de septiembre de 1873 - 31 de agosto de 1875,Partido Liberal
Sonora,José J. Pesqueira,1 de septiembre de 1875 - 2 de abril de 1877,Partido Liberal
Sonora,Vicente Mariscal,3 de abril de 1876 - 31 de diciembre de 1877,Partido Liberal
Sonora,Francisco Serna Salazar,1 de enero de 1878 - 6 de febrero de 1878,Partido Liberal
Sonora,Vicente Mariscal,7 de febrero de 1878 - 25 de octubre de 1878,Partido Liberal
Sonora,Francisco Serna Salazar,26 de octubre de 1878 - 31 de agosto de 1879,Partido Liberal
Sonora,José Tiburcio Otero Toledo,1 de septiembre de 1879 - 30 de enero de 1880,Partido Liberal
Sonora,Luis Emeterio Torres,31 de enero de 1880 - 31 de agosto de 1881,Partido Liberal
Sonora,Carlos Rodrigo Ortiz Retes,1 de septiembre de 1881 - 31 de diciembre de 1882,Partido Liberal
Sonora,Antonio Escalante,30 de octubre de 1882 - 24 de noviembre de 1882,Partido Liberal
Sonora,Cirilo Ramírez,24 de noviembre de 1882 - 31 de diciembre de 1882,Partido Liberal
Sonora,Felizardo Torres,31 de diciembre de 1882 - 31 de agosto de 1883,Partido Liberal
Sonora,Luis Emeterio Torres,1 de septiembre de 1883 - 24 de abril de 1884,Partido Liberal
Sonora,Francisco Gandara,25 de abril de 1884 - 13 de junio de 1884,
Sonora,Luis Emeterio Torres,14 de junio de 1884 - 13 de marzo de 1885,Partido Liberal
Sonora,Francisco Gandara,14 de marzo de 1885 - 31 de marzo de 1885,
Sonora,Luis Emeterio Torres,1 de abril de 1885 - 24 de noviembre de 1885,Partido Liberal
Sonora,Francisco Gandara,25 de noviembre de 1885 - 23 de diciembre de 1885,
Sonora,Luis Emeterio Torres,24 de diciembre de 1885 - 6 de junio de 1886,Partido Liberal
Sonora,Francisco Gandara,7 de junio de 1886 - 3 de agosto de 1886,
Sonora,Luis Emeterio Torres,4 de agosto de 1886 - 31 de agosto de 1887,Partido Liberal
Sonora,Lorenzo Torres,1 de septiembre de 1887 - 18 de diciembre de 1887,Partido Liberal
Sonora,Ramón Corral Verdugo,19 de diciembre de 1887 - 31 de agosto de 1891,Partido Liberal
Sonora,Luis Emeterio Torres,1 de septiembre de 1891 - 31 de octubre de 1891,Círculo Nacional Porfirista
Sonora,Rafael Izábal,1 de noviembre de 1891 - 31 de agosto de 1895,Círculo Nacional Porfirista
Sonora,Ramón Corral Verdugo,1 de septiembre de 1895 - 25 de junio de 1896,Círculo Nacional Porfirista
Sonora,Prisciliano Figueroa,26 de junio de 1896 - 15 de octubre de 1897,Círculo Nacional Porfirista
Sonora,Ramón Corral Verdugo,16 de octubre de 1897 - 8 de enero de 1899,Círculo Nacional Porfirista
Sonora,Fernando Aguilar Aguilar,9 de enero de 1899 - 21 de febrero de 1899,Círculo Nacional Porfirista
Sonora,Ramón Corral Verdugo,22 de febrero de 1899 - 31 de agosto de 1899,Círculo Nacional Porfirista
Sonora,Celedonio C. Ortiz,1 de septiembre de 1899 - 26 de agosto de 1900,Círculo Nacional Porfirista
Sonora,Rafael Izábal,27 de agosto de 1900 - 24 de enero de 1903,Círculo Nacional Porfirista
Sonora,Luis Emeterio Torres,25 de enero de 1903 - 30 de junio de 1903,Círculo Nacional Porfirista
Sonora,Rafael Izábal,1 de julio de 1903 - 19 de mayo de 1904,Círculo Nacional Porfirista
Sonora,Francisco Muñoz,20 de mayo de 1904 - 28 de julio de 1904,
Sonora,Rafael Izábal,29 de julio de 1904 - 15 de octubre de 1904,Círculo Nacional Porfirista
Sonora,Alberto G. Noriega,16 de octubre de 1904 - 31 de octubre de 1904,Círculo Nacional Porfirista
Sonora,Rafael Izábal,1 de noviembre de 1904 - 23 de mayo de 1905,Círculo Nacional Porfirista
Sonora,Fernando Aguilar Aguilar,24 de mayo de 1905 - 8 de junio de 1905,Círculo Nacional Porfirista
Sonora,Rafael Izábal,9 de junio de 1905 - 30 de noviembre de 1905,Círculo Nacional Porfirista
Sonora,Alberto G. Noriega,1 de diciembre de 1905 - 31 de diciembre de 1905,Círculo Nacional Porfirista
Sonora,Rafael Izábal,1 de enero de 1906 - 17 de enero de 1906,Círculo Nacional Porfirista
Sonora,Fernando Aguilar Aguilar,18 de julio de 1906 - 10 de septiembre de 1906,Círculo Nacional Porfirista
Sonora,Rafael Izábal,11 de septiembre de 1906 - 15 de octubre de 1906,Círculo Nacional Porfirista
Sonora,Alberto G. Noriega,16 de octubre de 1906 - 2 de diciembre de 1906,Círculo Nacional Porfirista
Sonora,Rafael Izábal,3 de diciembre de 1906 - 31 de agosto de 1907,Círculo Nacional Porfirista
Sonora,Luis Emeterio Torres,1 de septiembre de 1907 - 17 de octubre de 1907,Círculo Nacional Porfirista
Sonora,Alberto Cubillas,18 de octubre de 1907 - 24 de octubre de 1907,Círculo Nacional Porfirista
Sonora,Luis Emeterio Torres,25 de octubre de 1907 - 12 de noviembre de 1907,Círculo Nacional Porfirista
Sonora,Alberto Cubillas,13 de noviembre de 1907 - 21 de noviembre de 1907,Círculo Nacional Porfirista
Sonora,Luis Emeterio Torres,21 de noviembre de 1907 - 3 de marzo de 1908,Círculo Nacional Porfirista
Sonora,Alberto Cubillas,4 de marzo de 1908 - 25 de abril de 1908,Círculo Nacional Porfirista
Sonora,Alberto Cubillas,25 de abril de 1908 - 27 de octubre de 1908,Círculo Nacional Porfirista
Sonora,Luis Emeterio Torres,28 de octubre de 1908 - 18 de marzo de 1909,Círculo Nacional Porfirista
Sonora,Alberto Cubillas,18 de marzo de 1909 - 27 de mayo de 1911,Círculo Nacional Porfirista
Sonora,Avelino Espinoza,27 de mayo de 1911 - 29 de mayo de 1911,Independiente
Sonora,Francisco de Padua Morales,29 de mayo de 1911 - 1 de junio de 1911,Independiente
Sonora,Eugenio Gayou,1 de junio de 1911 - 3 de julio de 1911,Partido Nacional Antirreeleccionista
Sonora,Carlos E. Randall,4 de julio de 1911 - 31 de agosto de 1911,Partido Nacional Antirreeleccionista
Sonora,José María Maytorena,1 de septiembre de 1911 - 25 de febrero de 1913,Partido Liberal Constitucionalista
Sonora,Ignacio L. Pesqueira,26 de febrero de 1913 - 25 de marzo de 1913,Independiente
Sonora,Francisco H. García,1 de abril de 1913 - 16 de marzo de 1914,Militar
Sonora,José María Maytorena,Marzo de 1914 - 5 de octubre de 1914,Partido Constitucional Progresista
Sonora,Carlos E. Randall,6 de octubre de 1914 - 4 de agosto de 1915,Partido Nacional Antirreeleccionista
Sonora,Plutarco Elías Calles,4 de agosto de 1915 - 30 de junio de 1917,Partido Liberal Constitucionalista
Sonora,Plutarco Elías Calles,30 de junio de 1917 - 16 de agosto de 1917,Partido Liberal Constitucionalista
Sonora,Cesáreo G. Soriano,17 de agosto de 1917 - 18 de julio de 1918,Partido Liberal Constitucionalista
Sonora,Plutarco Elías Calles,19 de julio de 1918 - 31 de agosto de 1919,Militar
Sonora,Adolfo de la Huerta,1 de septiembre de 1919 - 14 de junio de 1920,Partido Revolucionario Sonorense
Sonora,Flavio A. Bórquez Velderrain,14 de junio de 1920 - 1 de enero de 1921,Partido Liberal Constitucionalista
Sonora,Miguel Piña,1 de enero de 1921 - 1 de mayo de 1921,Militar
Sonora,Adolfo de la Huerta,1 de mayo de 1921 - 17 de junio de 1921,Partido Revolucionario Sonorense
Sonora,Francisco Elías Suárez,17 de junio de 1921 - 2 de abril de 1922,Partido Liberal Constitucionalista
Sonora,Adolfo de la Huerta,2 de abril de 1922 - 21 de mayo de 1923,Partido Revolucionario Sonorense
Sonora,Flavio A. Bórquez Velderrain,21 de mayo de 1923 - 31 de agosto de 1923,Partido Liberal Constitucionalista
Sonora,Alejo Bay Valenzuela,1 de septiembre de 1923 - 31 de agosto de 1927,Gran Partido Civilista Sonorense
Sonora,Fausto Topete Almada,1 de septiembre de 1927 - 3 de marzo de 1929,Gran Partido Civilista Sonorense
Sonora,Jesús G. Lizárraga,4 de marzo de 1929 - 29 de abril de 1929,Independiente
Sonora,Francisco Elías Suárez,30 de abril de 1929 - 31 de agosto de 1931,Partido Nacional Revolucionario
Sonora,Rodolfo Elias Calles,1 de septiembre de 1931 - 1934,Partido Nacional Revolucionario
Sonora,Emiliano M. Corella,1934 - 31 de agosto de 1935,Partido Nacional Revolucionario
Sonora,Ramón Ramos Almada,1 de septiembre de 1935 - 16 de diciembre de 1935,Partido Nacional Revolucionario
Sonora,Jesús Gutiérrez Cázares,17 de diciembre de 1935 - 3 de enero de 1937,Partido Nacional Revolucionario
Sonora,Román Yocupicio Valenzuela,4 de enero de 1937 - 31 de agosto de 1939,Partido Nacional Revolucionario
Sonora,Anselmo Macías Valenzuela,1 de septiembre de 1939 - 31 de agosto de 1943,Partido de la Revolución Mexicana
Sonora,Abelardo L. Rodríguez,1 de septiembre de 1943 - 15 de abril de 1948,Partido de la Revolución Mexicana
Sonora,Horacio Sobarzo Díaz,15 de abril de 1948 - 31 de agosto de 1949,Partido Revolucionario Institucional
Sonora,Ignacio Soto Martínez,1 de septiembre de 1949 - 31 de agosto de 1955,Partido Revolucionario Institucional
Sonora,Álvaro Obregón Tapia,1 de septiembre de 1955 - 31 de agosto de 1961,Partido Revolucionario Institucional
Sonora,Luis Encinas Johnson,1 de septiembre de 1961 - 31 de agosto de 1967,Partido Revolucionario Institucional
Sonora,Carlos Lafontaine Suárez,1 de septiembre de 1967 - 13 de septiembre de 1967,Partido Revolucionario Institucional
Sonora,Faustino Félix Serna,13 de septiembre de 1967 - 12 de septiembre de 1973,Partido Revolucionario Institucional
Sonora,Carlos Armando Biebrich,13 de septiembre de 1973 - 25 de octubre de 1975,Partido Revolucionario Institucional
Sonora,Alejandro Carrillo Marcor,25 de octubre de 1975 - 12 de septiembre de 1979,Partido Revolucionario Institucional
Sonora,Samuel Ocaña García,13 de septiembre de 1979 - 12 de septiembre de 1985,Partido Revolucionario Institucional
Sonora,Rodolfo Félix Valdés,13 de septiembre de 1985 - 12 de septiembre de 1991,Partido Revolucionario Institucional
Sonora,Mario Morúa Johnson,13 de septiembre de 1991 - 22 de octubre de 1991,Partido Revolucionario Institucional
Sonora,Manlio Fabio Beltrones,22 de octubre de 1991 - 12 de septiembre de 1997,Partido Revolucionario Institucional
Sonora,Armando López Nogales,13 de septiembre de 1997 - 12 de septiembre de 2003,Partido Revolucionario Institucional
Sonora,Eduardo Bours Castelo,13 de septiembre de 2003 - 12 de septiembre de 2009,Partido Revolucionario Institucional
Sonora,Guillermo Padrés Elías,13 de septiembre de 2009 - 12 de septiembre de 2015,Partido Acción Nacional
Sonora,Claudia Pavlovich Arellano,13 de septiembre de 2015 - 12 de septiembre de 2021,Partido Revolucionario Institucional
Sonora,Alfonso Durazo Montaño,Desde el 13 de septiembre de 2021,Movimiento de Regeneración Nacional
Tabasco,Agustín Ruíz de la Peña y Urrutia,8 de mayo de 1824 - 6 de diciembre de 1824,Partido Liberal
Tabasco,Pedro Pérez Medina,6 de diciembre de 1824 - 31 de julio de 1825,
Tabasco,Agustín Ruíz de la Peña y Urrutia,1 de agosto de 1825 - 9 de agosto de 1825,Partido Liberal
Tabasco,Agustín Ruíz de la Peña y Urrutia,10 de agosto de 1825 - 3 de agosto de 1827,Partido Liberal
Tabasco,Marcelino Margalli,3 de agosto de 1827 - diciembre de 1827,Partido Conservador
Tabasco,Marcelino Margalli,Diciembre de 1827 - 17 de septiembre de 1828,Partido Conservador
Tabasco,Pedro José García,18 de septiembre de 1828 - 7 de noviembre de 1828,
Tabasco,Santiago Duque de Estrada,8 de noviembre de 1828 - 10 de agosto de 1829,Partido Conservador
Tabasco,José Eusebio Magdonel,11 de agosto de 1829 - 21 de agosto de 1829,
Tabasco,Juan Dionisio Marcín,Diciembre de 1829 - 13 de agosto de 1830,
Tabasco,José Eusebio Magdonel,14 de agosto de 1830 - 18 de agosto de 1830,
Tabasco,José Rovirosa Hernández,18 de agosto de 1830 - 24 de agosto de 1830,
Tabasco,José Rovirosa Hernández,25 de agosto de 1830 - 26 de septiembre de 1832,
Tabasco,Manuel Buelta Rojo,26 de septiembre de 1832 - 23 de marzo de 1834,
Tabasco,Juan de Dios Salazar,23 de marzo de 1834 - 15 de septiembre de 1834,
Tabasco,Narciso Santa María,16 de septiembre de 1834 - abril de 1836,
Tabasco,Eduardo Correa,Abril de 1836 - agosto de 1836,
Tabasco,Santiago Duque de Estrada,Agosto de 1836 - septiembre de 1836,Partido Conservador
Tabasco,Eduardo Correa,Septiembre de 1836 - 30 de diciembre de 1836,
Tabasco,Eduardo Correa,30 de diciembre de 1836 - 9 de agosto de 1837,
Tabasco,José Ignacio Gutiérrez,10 de agosto de 1837 - 16 de noviembre de 1840,
Tabasco,Juan Pablo de Anaya,17 de noviembre de 1840 - 6 de diciembre de 1840,
Tabasco,Agustín Ruíz de la Peña y Urrutia,6 de diciembre de 1840 - 14 de diciembre de 1840,Partido Liberal
Tabasco,Pedro Requena Estrada,14 de diciembre de 1840 - 3 de enero de 1841,
Tabasco,José Víctor Jiménez Falcón,4 de enero de 1841 - 1 de febrero de 1841,
Tabasco,José Víctor Jiménez Falcón,1 de febrero de 1841 - 4 de marzo de 1841,
Tabasco,Justo Santa Anna,4 de marzo de 1841 - septiembre de 1841,
Tabasco,Francisco Díaz del Castillo,septiembre de 1841 - 8 de febrero de 1842,
Tabasco,Agustín Ruíz de la Peña y Urrutia,9 de febrero de 1842 - 2 de mayo de 1842,Partido Liberal
Tabasco,José Higinio Ney,2 de mayo de 1842 - 7 de mayo de 1842,
Tabasco,José Julián Dueñas,7 de mayo de 1842 - 11 de junio de 1842,
Tabasco,Francisco de Sentmanat y Zayas,12 de junio de 1842 - 11 de julio de 1843,
Tabasco,José Julián Dueñas,12 de julio de 1843 - 31 de agosto de 1843,
Tabasco,Pedro de Ampudia y Grimarest,1 de septiembre de 1843 - mayo de 1844,
Tabasco,Pedro de Ampudia y Grimarest,mayo de 1844 - 30 de junio de 1844,
Tabasco,Narciso Santa María,30 de junio de 1844 - 5 de septiembre de 1844,
Tabasco,Pedro de Ampudia y Grimarest,5 de septiembre de 1844 - 2 de enero de 1845,
Tabasco,Juan de Dios Salazar,2 de enero de 1845 - marzo de 1845,
Tabasco,José Víctor Jiménez Falcón,Marzo de 1845 - abril de 1845,
Tabasco,José Víctor Jiménez Falcón,Abril de 1845 - 14 de junio de 1845,
Tabasco,Juan de Dios Salazar,18 de junio de 1845 - 9 de septiembre de 1845,
Tabasco,José Víctor Jiménez Falcón,20 de agosto de 1845 - 11 de agosto de 1846,
Tabasco,Juan Bautista Traconis Rodríguez,12 de agosto de 1846 - 22 de agosto de 1846,
Tabasco,Juan Bautista Traconis Rodríguez,22 de agosto de 1846 - 5 de enero de 1847,
Tabasco,Justo Santa Anna,5 de enero de 1847 - 13 de febrero de 1847,
Tabasco,Justo Santa Anna,13 de febrero de 1847 - julio de 1847,
Tabasco,Gershom J. Van Brunt,16 de junio de 1847 - 26 de junio de 1847,
Tabasco,Abraham Bigelow,26 de junio de 1847 - 22 de julio de 1847,
Tabasco,José Julián Dueñas,Julio de 1847 - octubre de 1847,
Tabasco,Justo Santa Anna,Octubre de 1847 - 11 de enero de 1848,
Tabasco,José Encarnación Prats Medina,11 de enero de 1848 - mayo de 1848,
Tabasco,Justo Santa Anna,Mayo de 1848 - julio de 1848,
Tabasco,José Encarnación Prats Medina,Julio de 1848 - octubre de 1848,
Tabasco,Justo Santa Anna,Octubre de 1848 - 15 de septiembre de 1849,
Tabasco,José Julián Dueñas,16 de septiembre de 1849 - 14 de octubre de 1850,
Tabasco,Juan Manuel de Torres,15 de octubre de 1850 - 4 de diciembre de 1850,
Tabasco,Gregorio Payró,15 de diciembre de 1850 - 1 de mayo de 1851,
Tabasco,Joaquín Cirilo de Lanz,1 de mayo de 1851 - 24 de julio de 1851,
Tabasco,Justo Santa Anna,24 de julio de 1851 - 9 de noviembre de 1851,
Tabasco,Justo Santa Anna,9 de noviembre de 1851 - 15 de noviembre de 1851,
Tabasco,Manuel Ponz y Ardil,15 de noviembre de 1851 - junio de 1852,
Tabasco,Justo Santa Anna,Junio de 1852 - 9 de agosto de 1852,
Tabasco,Manuel Ponz y Ardil,9 de agosto de 1852 - 23 de septiembre de 1852,
Tabasco,Joaquín Ferrer Martí,24 de septiembre de 1852 - 24 de junio de 1853,
Tabasco,Manuel María Escobar y Rivera,24 de junio de 1853 - 29 de agosto de 1855,
Tabasco,Benito Haro,29 de agosto de 1855 - mayo de 1856,Partido Liberal
Tabasco,José Víctor Jiménez Falcón,21 de mayo de 1856 - 21 de octubre de 1856,
Tabasco,Francisco de Velázquez,21 de octubre de 1856 - 30 de octubre de 1856,
Tabasco,José Justo Álvarez Valenzuela,30 de octubre de 1856 - 24 de junio de 1857,
Tabasco,Victorio Victorino Dueñas,24 de junio de 1857 - 26 de marzo de 1858,
Tabasco,Francisco de Velázquez,26 de marzo de 1858 - 29 de marzo de 1858,
Tabasco,Simón Sarlat García,29 de marzo de 1858 - 8 de noviembre de 1858,
Tabasco,Victorio Victorino Dueñas,8 de noviembre de 1858 - 22 de noviembre de 1860,
Tabasco,José Encarnación Prats,22 de noviembre de 1860 - 31 de diciembre de 1860,
Tabasco,Victorio Victorino Dueñas,1 de enero de 1861 - 2 de marzo de 1861,
Tabasco,Felipe J. Serra,2 de marzo de 1861 - 2 de diciembre de 1861,
Tabasco,Victorio Victorino Dueñas,2 de diciembre de 1861 - 22 de julio de 1863,
Tabasco,Felipe J. Serra,22 de julio de 1863 - 4 de octubre de 1864,
Tabasco,Gregorio Méndez Magaña,4 de octubre de 1864 - 6 de junio de 1867,
Tabasco,Felipe J. Serra,6 de junio de 1867 - 31 de diciembre de 1867,
Tabasco,Felipe J. Serra,1 de enero de 1868 - 19 de julio de 1871,
Tabasco,Victorio Victorino Dueñas,25 de julio de 1871 - 30 de julio de 1871,
Tabasco,Ignacio Vado Ruz,31 de julio de 1871 - 31 de diciembre de 1871,
Tabasco,Victorio Victorino Dueñas,1 de enero de 1872 - 1 de diciembre de 1873,
Tabasco,Simón Sarlat Nova,1 de diciembre de 1873 - 1 de abril de 1874,
Tabasco,Victorio Victorino Dueñas,1 de abril de 1874 - 31 de diciembre de 1875,
Tabasco,Santiago Cruces Zentella,1 de enero de 1876 - 8 de mayo de 1876,
Tabasco,Pedro Carrillo,8 de mayo de 1876 - 17 de mayo de 1876,
Tabasco,Jesús Oliver Beristain,17 de mayo de 1876 - 8 de junio de 1876,
Tabasco,Pedro Baranda,8 de junio de 1876 - 21 de diciembre de 1876,
Tabasco,Carlos Borda,21 de diciembre de 1876 - 24 de diciembre de 1876,
Tabasco,Juan Ramírez Calzada,24 de diciembre de 1876 - 31 de mayo de 1877,
Tabasco,Simón Sarlat Nova,1 de junio de 1877 - 30 de septiembre de 1879,
Tabasco,José Francisco de Lanz y Rolderat,30 de septiembre de 1879 - 30 de noviembre de 1879,
Tabasco,Simón Sarlat Nova,30 de noviembre de 1879 - 24 de mayo de 1880,
Tabasco,Manuel Foucher,25 de mayo de 1880 - 6 de julio de 1880,
Tabasco,Simón Sarlat Nova,7 de julio de 1880 - 31 de diciembre de 1880,
Tabasco,José Francisco de Lanz y Rolderat,1 de enero de 1880 - 18 de marzo de 1881,
Tabasco,Manuel Foucher,18 de marzo de 1881 - 2 de noviembre de 1882,
Tabasco,Wenceslao Briseño Bonilla,2 de noviembre de 1882 - 10 de diciembre de 1882,
Tabasco,Lauro León Vázquez,10 de diciembre de 1882 - 11 de diciembre de 1882,
Tabasco,Francisco de Paula Aguilar,11 de diciembre de 1882 - 25 de diciembre de 1882,
Tabasco,Eusebio Castillo Zamudio,25 de diciembre de 1882 - 4 de enero de 1883,
Tabasco,Francisco de Paula Aguilar,4 de enero de 1883 - 15 de mayo de 1883,
Tabasco,Manuel Mestre Gorgoll,15 de mayo de 1883 - 10 de septiembre de 1883,
Tabasco,Lauro León Vázquez,10 de septiembre de 1883 - 1 de octubre de 1883,
Tabasco,Manuel Mestre Gorgoll,1 de octubre de 1883 - 1 de febrero de 1884,
Tabasco,Lauro León Vázquez,2 de febrero de 1884 - 24 de julio de 1884,
Tabasco,Manuel Mestre Gorgoll,25 de julio de 1884 - 31 de diciembre de 1884,
Tabasco,Eusebio Castillo Zamudio,1 de enero de 1885 - 11 de marzo de 1886,
Tabasco,Policarpo Valenzuela,12 de marzo de 1886 - 5 de abril de 1886,
Tabasco,Eusebio Castillo Zamudio,6 de abril de 1886 - 21 de marzo de 1887,
Tabasco,Policarpo Valenzuela,21 de marzo de 1887 - 23 de marzo de 1887,
Tabasco,Abraham Bandala Patiño,25 de marzo de 1887 - 30 de septiembre de 1887,Militar
Tabasco,Simón Sarlat Nova,1 de octubre de 1887 - 10 de octubre de 1888,
Tabasco,Calixto Merino Jiménez,10 de octubre de 1888 - 1 de enero de 1889,
Tabasco,Simón Sarlat Nova,1 de enero de 1889 - 20 de marzo de 1890,
Tabasco,Calixto Merino Jiménez,20 de marzo de 1890 - 13 de junio de 1890,
Tabasco,Simón Sarlat Nova,13 de junio de 1890 - 31 de diciembre de 1890,
Tabasco,Simón Sarlat Nova,1 de enero de 1891 - 1 de marzo de 1891,
Tabasco,Calixto Merino Jiménez,1 de marzo de 1891 - 11 de septiembre de 1891,
Tabasco,Simón Sarlat Nova,11 de septiembre de 1891 - 17 de agosto de 1892,
Tabasco,Joaquín Zeferino Kerlegand,17 de agosto de 1892 - 1 de diciembre de 1892,Militar
Tabasco,Simón Sarlat Nova,1 de diciembre de 1892 - 12 de marzo de 1894,
Tabasco,Abraham Bandala Patiño,12 de marzo de 1894 - 15 de agosto de 1894,Militar
Tabasco,Simón Sarlat Nova,15 de agosto de 1894 - 31 de diciembre de 1894,
Tabasco,Abraham Bandala Patiño,1 de enero de 1895 - 20 de septiembre de 1895,Militar
Tabasco,Felipe J. Serra,20 de septiembre de 1895 - 27 de octubre de 1895,
Tabasco,Abraham Bandala Patiño,27 de octubre de 1895 - 11 de noviembre de 1896,Militar
Tabasco,Felipe J. Serra,11 de noviembre de 1896 - 10 de enero de 1897,
Tabasco,Abraham Bandala Patiño,10 de enero de 1897 - 20 de noviembre de 1897,Militar
Tabasco,Felipe J. Serra,20 de noviembre de 1897 - 12 de enero de 1898,
Tabasco,Abraham Bandala Patiño,12 de enero de 1898 - 31 de diciembre de 1898,Militar
Tabasco,Abraham Bandala Patiño,1 de enero de 1899 - 10 de noviembre de 1899,Militar
Tabasco,Felipe J. Serra,10 de noviembre de 1899 - 29 de diciembre de 1899,
Tabasco,Abraham Bandala Patiño,29 de diciembre de 1899 - 3 de noviembre de 1900,Militar
Tabasco,Felipe J. Serra,3 de noviembre de 1900 - 24 de diciembre de 1900,
Tabasco,Abraham Bandala Patiño,24 de diciembre de 1900 - 1 de noviembre de 1901,Militar
Tabasco,Manuel Martínez Guido,1 de noviembre de 1901 - 2 de enero de 1902,
Tabasco,Abraham Bandala Patiño,2 de enero de 1902 - 27 de febrero de 1902,Militar
Tabasco,Manuel Martínez Guido,27 de febrero de 1902 - 10 de marzo de 1902,
Tabasco,Abraham Bandala Patiño,10 de marzo de 1902 - 31 de diciembre de 1902,Militar
Tabasco,Abraham Bandala Patiño,1 de enero de 1903 - 23 de octubre de 1903,Militar
Tabasco,Manuel Martínez Guido,23 de octubre de 1903 - 1 de diciembre de 1903,
Tabasco,Abraham Bandala Patiño,1 de diciembre de 1903 - 26 de octubre de 1904,Militar
Tabasco,Manuel Martínez Guido,27 de octubre de 1904 - 24 de diciembre de 1904,
Tabasco,Abraham Bandala Patiño,24 de diciembre de 1904 - 27 de octubre de 1905,Militar
Tabasco,Manuel Martínez Guido,27 de octubre de 1905 - 20 de diciembre de 1905,
Tabasco,Abraham Bandala Patiño,20 de diciembre de 1905 - 31 de diciembre de 1906,Militar
Tabasco,Abraham Bandala Patiño,1 de enero de 1907 - 17 de octubre de 1907,Militar
Tabasco,Gonzalo Acuña Pardo,17 de octubre de 1907 - 27 de noviembre de 1907,
Tabasco,Abraham Bandala Patiño,27 de noviembre de 1907 - 21 de febrero de 1910,Militar
Tabasco,Nicandro Melo,21 de febrero de 1910 - 9 de mayo de 1910,
Tabasco,Abraham Bandala Patiño,9 de mayo de 1910 - 27 de agosto de 1910,Militar
Tabasco,Nicandro Melo,27 de agosto de 1910 - 8 de septiembre de 1910,
Tabasco,Abraham Bandala Patiño,8 de septiembre de 1910 - 31 de diciembre de 1910,Militar
Tabasco,Policarpo Valenzuela,1 de enero de 1911 - 9 de junio de 1911,
Tabasco,Manuel Mestre Ghigliazza,9 de junio de 1911- 3 de julio de 1911,
Tabasco,Domingo Borrego Moreno,3 de julio de 1911 - 31 de agosto de 1911,
Tabasco,Manuel Mestre Ghigliazza,1 de septiembre de 1911 - 28 de abril de 1913,
Tabasco,Agustín A. Valdez,28 de abril de 1913 - 20 de agosto de 1913,Militar
Tabasco,Alberto Yarza Gutiérrez,20 de agosto de 1913 - 1 de septiembre de 1914,Militar
Tabasco,Luis Felipe Domínguez Suárez,1 de septiembre de 1914 - 1 de noviembre de 1914,Militar
Tabasco,Carlos Greene Ramírez,1 de noviembre de 1914 - 2 de febrero de 1915,Militar
Tabasco,Aquileo Juárez,2 de febrero de 1915 - 28 de agosto de 1915,Militar
Tabasco,Pedro C. Colorado,28 de agosto de 1915 - 29 de agosto de 1915 (17:00 a 1:15),
Tabasco,José Gil Morales,29 de agosto de 1915 - 5 de septiembre de 1915,Militar
Tabasco,Aquileo Juárez,5 de septiembre de 1915 - 18 de septiembre de 1915,Militar
Tabasco,Francisco J. Mújica,18 de septiembre de 1915 - 11 de enero de 1916,Militar
Tabasco,Aureliano Colorado,11 de enero de 1916 - 24 de febrero de 1916,
Tabasco,Francisco J. Mújica,24 de febrero de 1916 - 15 de septiembre de 1916,Militar
Tabasco,Luis Felipe Domínguez Suárez,16 de septiembre de 1916 - 10 de mayo de 1917,Militar
Tabasco,Joaquín Ruiz,10 de mayo de 1917 - 5 de julio de 1918,
Tabasco,Luis M. Hernández,5 de julio de 1918 - 1 de noviembre de 1918,Militar
Tabasco,Heriberto Jara,1 de noviembre de 1918 - 6 de enero de 1919,Militar
Tabasco,Carlos A. Vidal,6 de enero de 1919 - 9 de marzo de 1919,Militar
Tabasco,Carlos Greene Ramírez,9 de marzo de 1919 - 21 de agosto de 1919,Militar
Tabasco,Luis Felipe Domínguez Suárez,9 de marzo de 1919,Militar
Tabasco,Esteban Abreu Domínguez,10 de marzo de 1919 - 14 de septiembre de 1919,
Tabasco,Francisco Castellanos Díaz,14 de septiembre de 1919 - 27 de septiembre de 1919,
Tabasco,Tomás Garrido Canabal,21 de agosto de 1919 - 30 de diciembre de 1919,Partido Socialista Radical Tabasqueño
Tabasco,Carlos Greene Ramírez,30 de diciembre de 1919 - 6 de febrero de 1920,Militar
Tabasco,Juan Ricárdez Broca,6 de febrero de 1920 - 6 de abril de 1920,
